latitude,longitude,district,elevation,slope,aspect,month,rainfall_daily,rainfall_7day,ndvi,soil_moisture,distance_to_road,land_cover,landslide
25.8358,91.8022,Guwahati,876.7,23.0,121.7,8,3.1,20.3,0.517,0.641,248.9,bare,0
25.8713,91.9514,Guwahati,779.8,31.6,164.8,6,30.3,104.8,0.487,0.51,2240.2,agriculture,0
26.7487,92.7286,Tezpur,546.9,18.1,341.5,8,0.1,0.7,0.828,0.527,8.1,urban,0
23.8484,92.6285,Aizawl,771.7,30.8,10.9,9,9.3,30.6,0.781,0.516,720.7,forest,0
25.3839,89.9916,Tura,680.7,25.0,129.1,5,1.7,4.3,0.436,0.259,6035.0,forest,0
26.8917,94.1269,Jorhat,159.1,23.0,238.4,7,37.0,108.7,0.663,1.0,6594.7,agriculture,0
27.4065,94.8222,Dibrugarh,638.3,8.1,234.9,3,1.8,9.4,0.539,0.134,6900.1,agriculture,0
25.8404,91.7953,Guwahati,1730.9,7.8,230.0,4,1.7,6.4,0.436,0.245,471.8,urban,0
27.1877,93.7034,Itanagar,550.5,13.4,113.7,8,3.7,17.4,0.775,0.567,8080.1,urban,0
23.1208,92.7842,Aizawl,583.1,25.5,23.5,9,15.6,91.7,0.653,0.595,1349.6,urban,0
23.9994,91.2591,Agartala,400.3,29.8,189.1,3,10.8,44.9,0.271,0.172,1137.9,forest,0
26.3292,91.7391,Guwahati,894.8,21.6,49.4,10,1.3,6.1,0.421,0.258,2164.8,agriculture,0
27.1128,93.6601,Itanagar,515.3,9.1,20.5,7,27.5,57.9,0.614,0.859,961.5,forest,0
25.2534,90.3208,Tura,1252.5,26.1,249.8,6,21.4,122.1,0.604,0.419,4500.3,forest,0
27.1408,94.8178,Dibrugarh,1218.3,6.1,208.7,5,3.7,11.4,0.595,0.184,2083.2,water,0
26.0653,91.8304,Guwahati,530.7,4.0,328.2,10,0.5,1.1,0.35,0.196,2366.8,agriculture,0
25.8869,91.5852,Guwahati,636.1,11.8,184.8,4,1.7,7.8,0.708,0.241,399.3,forest,0
26.6018,93.0068,Tezpur,2150.9,31.9,357.0,5,3.5,21.3,0.436,0.236,1447.8,agriculture,0
23.6693,92.747,Aizawl,357.3,28.7,86.2,8,9.6,69.9,0.533,0.436,1836.1,forest,0
25.7289,90.006,Tura,2631.3,12.7,97.1,9,110.1,359.8,0.728,0.501,437.7,water,0
26.3117,91.6207,Guwahati,523.6,34.5,123.2,12,3.0,13.4,0.515,0.221,5553.5,forest,0
25.6873,94.0181,Kohima,280.4,15.3,358.6,7,25.4,116.6,0.663,0.618,1620.7,forest,0
24.8946,91.951,Dawki,983.8,35.6,58.5,10,5.7,41.1,0.816,0.254,22.5,forest,0
27.2048,94.1474,Jorhat,1070.2,20.7,158.5,3,2.6,14.5,0.502,0.222,420.1,forest,0
27.8503,95.2597,Dibrugarh,486.6,8.3,88.5,10,1.2,9.5,0.932,0.248,2926.2,forest,0
25.3318,90.2109,Tura,396.9,19.8,227.2,8,8.4,32.4,0.573,0.89,748.1,agriculture,0
23.6951,91.1312,Agartala,394.7,8.2,2.6,8,26.2,75.4,0.636,0.859,2922.9,forest,0
23.7145,92.7348,Aizawl,427.9,15.2,77.6,9,3.7,19.3,0.765,0.81,2095.3,forest,0
25.5105,90.2597,Tura,1006.3,2.1,246.4,7,21.7,106.7,0.661,0.501,9837.3,agriculture,0
25.0016,93.9979,Imphal,323.5,25.1,293.4,5,1.1,2.1,0.581,0.21,3579.6,forest,0
27.122,93.7619,Itanagar,1090.3,23.7,162.5,4,1.8,12.9,0.485,0.291,2260.4,agriculture,0
25.5786,93.8909,Kohima,52.4,22.8,177.1,7,4.1,27.6,0.286,0.858,1100.6,forest,0
23.7259,91.1875,Agartala,552.5,41.6,66.4,7,4.8,30.9,0.444,0.983,8718.1,water,0
23.8116,91.3909,Agartala,1436.5,30.2,101.4,5,2.2,7.5,0.836,0.238,116.4,bare,0
25.7529,91.838,Shillong,331.8,22.6,41.5,7,16.5,52.8,0.57,0.509,356.4,urban,0
25.4531,91.8575,Dawki,528.7,22.2,175.5,8,43.8,240.1,0.505,0.574,5425.1,forest,0
27.6598,95.0198,Dibrugarh,862.4,27.2,233.8,6,9.2,34.0,0.443,0.996,2126.3,agriculture,1
25.3471,91.8768,Dawki,547.1,20.2,359.9,1,3.1,8.7,0.618,0.234,4373.7,water,0
27.6643,95.0416,Dibrugarh,1535.5,20.7,37.7,5,2.2,11.9,0.424,0.179,9364.1,forest,0
27.0738,93.7854,Itanagar,754.7,9.6,231.9,8,30.2,222.7,0.85,0.945,3820.1,forest,0
23.8029,92.5247,Aizawl,253.4,27.1,242.3,12,6.4,31.1,0.393,0.24,8484.6,agriculture,0
26.3162,91.8555,Guwahati,1886.3,29.4,183.2,3,1.5,6.8,0.472,0.263,3633.6,forest,1
25.8672,94.1195,Kohima,578.9,35.0,130.6,7,28.3,207.6,0.864,0.899,1133.1,forest,0
26.6377,94.8229,Jorhat,1098.0,17.4,147.1,7,0.8,1.8,0.647,0.797,631.9,agriculture,0
25.4904,94.1718,Kohima,377.3,28.7,149.1,8,4.7,37.5,0.662,0.526,1118.4,forest,0
25.1764,91.9828,Dawki,185.0,48.6,181.3,9,16.4,65.9,0.497,0.747,84.7,forest,0
24.9903,93.9911,Imphal,667.5,33.4,261.8,8,2.3,10.6,0.773,0.764,4773.1,agriculture,0
26.912,94.1332,Jorhat,676.2,10.5,73.9,5,0.4,1.6,0.64,0.255,443.1,forest,0
27.2685,93.4655,Itanagar,1355.1,31.1,185.5,8,12.4,65.9,0.34,0.585,1986.2,forest,0
27.9349,94.9098,Dibrugarh,438.3,15.3,246.7,12,3.5,25.7,0.597,0.253,8789.8,bare,0
25.714,90.2697,Tura,708.0,24.5,190.1,4,2.7,13.2,0.594,0.229,2777.5,forest,0
25.7603,91.5273,Guwahati,123.7,14.8,346.7,7,61.5,433.1,0.614,0.986,7698.4,forest,0
27.5623,94.9181,Dibrugarh,2092.4,31.4,56.0,5,0.7,4.8,0.536,0.221,27.4,forest,0
24.8347,93.7953,Imphal,664.9,20.1,121.1,7,58.1,359.2,0.428,0.934,1047.0,forest,1
25.7435,90.3458,Tura,499.7,26.5,68.4,9,1.9,11.0,0.784,0.854,11039.1,urban,1
25.1538,92.0211,Dawki,1264.2,26.3,157.6,6,19.0,70.9,0.489,0.354,1484.5,water,1
25.4953,92.0499,Dawki,1232.3,35.4,188.4,4,0.4,2.2,0.574,0.26,322.2,bare,1
23.9922,91.1534,Agartala,305.0,37.1,350.2,6,1.1,4.5,0.539,0.787,215.5,agriculture,0
27.1174,93.9588,Itanagar,327.4,39.1,179.1,5,3.9,12.1,0.575,0.292,2642.5,agriculture,1
23.5537,91.367,Agartala,2534.2,36.5,110.1,3,8.1,35.3,0.499,0.237,2221.7,urban,1
25.0544,93.7001,Imphal,1163.4,13.9,134.2,6,11.8,28.7,0.504,0.755,3252.9,forest,0
27.7415,95.1282,Dibrugarh,527.1,11.8,122.1,7,8.7,28.7,0.671,0.76,4108.1,forest,0
24.6787,93.8879,Imphal,198.7,28.3,339.8,1,0.8,6.2,0.532,0.243,3410.5,forest,0
26.9839,93.6877,Itanagar,5195.8,33.3,216.7,3,10.8,56.8,0.591,0.17,1015.8,agriculture,0
25.0599,94.0242,Imphal,1261.2,3.8,98.8,6,22.6,172.8,0.28,0.56,400.4,forest,0
26.066,91.6744,Guwahati,764.9,11.1,294.5,10,5.2,28.1,0.272,0.243,168.8,agriculture,0
26.7186,94.5907,Jorhat,950.5,18.4,76.9,8,7.8,59.1,0.516,0.879,510.7,forest,0
25.7132,91.5614,Shillong,2378.8,46.5,111.6,7,7.7,54.9,0.439,0.603,340.3,agriculture,0
27.1479,93.7666,Itanagar,146.3,23.0,181.1,4,2.9,11.7,0.412,0.179,4393.0,forest,0
27.1134,93.4609,Itanagar,633.1,23.1,174.0,4,0.4,2.5,0.34,0.265,4348.0,forest,0
26.946,94.378,Jorhat,548.7,20.1,242.0,7,1.6,10.7,0.574,0.719,1445.0,forest,0
24.0367,91.1543,Agartala,532.7,13.7,114.2,8,10.3,39.9,0.644,0.735,440.3,forest,0
27.3526,94.9738,Dibrugarh,566.4,29.0,148.9,6,7.1,35.6,0.861,0.654,235.9,agriculture,0
27.322,93.1811,Itanagar,2391.3,24.8,69.9,7,41.0,287.1,0.527,0.989,8806.9,forest,1
24.7892,93.7296,Imphal,108.7,26.1,141.1,6,17.6,76.0,0.75,0.873,547.3,agriculture,0
25.6804,90.1434,Tura,1026.0,25.2,294.0,10,4.7,26.5,0.513,0.261,1003.4,agriculture,0
25.1193,91.937,Dawki,1113.0,22.2,286.3,4,1.8,12.4,0.523,0.281,6563.4,agriculture,0
24.2336,91.3261,Agartala,465.2,25.5,65.9,6,8.5,48.8,0.52,0.863,3043.4,agriculture,0
23.6137,92.4177,Aizawl,151.8,14.8,13.7,12,2.0,12.9,0.95,0.207,5467.0,agriculture,0
24.8327,94.0318,Imphal,572.2,18.1,259.3,10,1.6,5.0,0.551,0.244,3538.6,agriculture,0
25.8677,94.1286,Kohima,442.0,4.2,101.8,7,16.7,49.6,0.422,0.91,3317.4,forest,0
26.6487,91.5388,Guwahati,738.4,17.6,110.2,8,4.1,15.1,0.749,0.558,3938.3,forest,0
25.1645,93.6956,Imphal,1568.3,32.4,87.0,7,32.7,139.6,0.769,0.61,4414.7,forest,0
26.1089,91.3432,Guwahati,85.0,6.7,40.7,8,21.3,145.8,0.505,0.569,924.0,bare,0
23.5286,92.7296,Aizawl,423.5,9.6,96.2,7,2.4,13.6,0.814,0.829,8760.5,forest,1
23.809,91.4026,Agartala,651.7,39.0,220.7,9,16.3,74.9,0.682,0.911,3312.8,urban,1
25.5335,93.7344,Kohima,229.5,29.0,117.6,8,1.2,2.9,0.518,0.818,394.7,forest,1
23.7542,91.4232,Agartala,788.6,23.9,224.1,5,2.1,11.1,0.615,0.228,243.6,forest,0
23.3761,91.2381,Agartala,323.1,21.4,328.9,9,5.3,35.7,0.55,0.331,13626.4,forest,0
26.3011,91.6614,Guwahati,1036.4,7.6,238.2,5,0.3,1.7,0.52,0.168,14789.0,bare,0
26.7415,93.2196,Tezpur,595.6,12.4,163.8,7,18.4,140.6,0.241,0.692,553.4,bare,0
23.889,91.2324,Agartala,478.9,38.0,177.6,7,3.1,23.3,0.779,0.632,386.8,forest,0
26.8144,92.5768,Tezpur,675.9,36.7,101.8,9,0.4,1.5,0.774,0.613,2462.9,bare,0
26.2027,91.8732,Guwahati,1139.2,46.2,349.4,5,2.7,12.4,0.358,0.178,2351.9,forest,1
25.2445,91.8402,Dawki,229.7,18.8,264.3,3,6.6,40.8,0.427,0.226,5553.6,agriculture,0
26.9693,93.5427,Itanagar,400.0,36.2,200.7,5,3.2,8.5,0.784,0.116,6151.6,water,0
26.1247,91.7794,Guwahati,461.3,16.6,299.9,8,5.2,20.8,0.625,0.803,2357.0,forest,1
26.6133,92.5804,Tezpur,85.5,18.0,290.7,4,1.5,6.1,0.587,0.243,5697.7,forest,0
26.7468,92.8013,Tezpur,1343.3,24.6,202.1,5,0.8,3.8,0.725,0.15,4596.4,forest,0
24.1647,91.3683,Agartala,1775.1,3.5,30.5,4,0.8,3.8,0.706,0.209,1555.8,forest,0
27.383,95.1981,Dibrugarh,188.6,26.9,180.2,9,11.3,40.1,0.634,0.482,5170.1,forest,0
23.7305,93.0818,Aizawl,609.8,15.9,60.7,7,18.8,141.0,0.504,0.654,384.0,agriculture,0
25.7804,94.0069,Kohima,279.0,11.6,109.6,5,4.6,18.0,0.665,0.224,6573.4,urban,0
26.9012,92.7054,Tezpur,747.5,36.2,125.0,8,7.0,20.1,0.461,0.675,5458.1,urban,0
27.3545,94.7994,Dibrugarh,752.2,25.1,94.6,5,3.5,17.8,0.508,0.162,3320.4,agriculture,0
23.8935,92.8687,Aizawl,985.9,20.3,261.5,9,8.0,53.0,0.521,0.552,2219.0,forest,0
25.7262,94.1199,Kohima,1185.5,8.3,269.0,6,5.5,38.5,0.686,0.623,1264.7,forest,0
25.9274,91.9027,Shillong,449.3,26.4,172.6,1,0.3,1.1,0.345,0.24,168.7,forest,0
24.8966,94.0892,Imphal,730.3,26.2,290.3,5,9.6,41.5,0.726,0.158,532.1,agriculture,0
25.6856,93.9908,Kohima,627.6,29.7,187.0,7,16.6,129.1,0.78,0.905,6045.3,water,0
24.6527,93.7753,Imphal,543.3,12.6,116.8,6,0.4,1.6,0.604,0.808,39.3,water,0
26.7408,94.2202,Jorhat,1713.4,7.1,217.3,10,0.7,2.0,0.665,0.218,3330.9,forest,0
25.0618,92.0285,Dawki,177.3,14.3,173.2,7,6.8,37.3,0.825,0.789,3768.6,agriculture,0
25.2168,91.9876,Dawki,944.6,13.2,74.2,9,2.6,12.2,0.839,0.794,208.8,agriculture,0
26.9606,93.9644,Jorhat,1207.4,15.1,146.8,8,32.0,142.8,0.318,0.913,1060.4,agriculture,0
23.4733,93.1784,Aizawl,2963.0,6.1,19.5,7,12.0,87.7,0.529,0.729,4853.1,forest,0
25.128,91.7232,Dawki,161.3,11.1,172.3,3,1.1,4.2,0.687,0.195,4395.8,forest,0
26.5119,92.7692,Tezpur,311.6,19.0,226.3,4,0.3,1.9,0.591,0.15,470.3,water,0
25.3576,92.0732,Dawki,744.5,28.9,190.7,8,26.7,77.5,0.484,0.735,100.0,forest,0
25.5369,90.1798,Tura,504.0,15.8,97.4,9,14.3,93.5,0.321,0.477,3234.3,forest,0
25.4841,91.7042,Shillong,268.5,23.4,327.0,4,3.8,23.4,0.308,0.22,5486.7,forest,0
26.534,93.7263,Jorhat,1036.7,35.9,74.2,5,1.2,6.8,0.846,0.272,6224.3,urban,0
25.9438,94.0296,Kohima,1399.4,9.6,11.2,9,2.2,6.2,0.746,0.971,2407.7,agriculture,0
25.3758,90.1176,Tura,1044.3,19.8,119.2,6,12.2,77.6,0.714,0.519,6703.8,forest,0
23.6067,93.1397,Aizawl,219.6,19.6,68.8,7,13.2,90.9,0.41,0.634,1092.5,water,0
24.961,94.1786,Imphal,340.0,35.0,356.2,8,62.9,136.8,0.488,0.313,1934.8,bare,1
25.6814,90.3079,Tura,614.8,5.6,232.1,6,45.2,96.5,0.674,0.639,326.6,water,0
26.3202,93.0196,Tezpur,664.4,32.4,176.9,8,41.6,106.1,0.83,0.748,12118.0,forest,1
25.4201,94.0221,Kohima,413.1,17.8,142.2,6,3.5,14.9,0.771,0.66,1569.7,water,0
25.6048,91.8189,Shillong,2186.0,17.5,353.2,10,6.9,43.8,0.478,0.234,552.7,agriculture,0
24.676,93.996,Imphal,139.2,17.5,327.3,4,0.2,0.3,0.778,0.133,3306.1,forest,0
23.6333,92.9331,Aizawl,541.1,29.8,273.0,2,5.1,10.6,0.417,0.28,216.6,agriculture,0
24.0885,90.7393,Agartala,872.6,19.5,314.5,6,13.3,94.2,0.549,0.62,220.7,forest,0
25.1922,91.8248,Dawki,1129.7,25.2,44.9,7,21.7,172.5,0.712,0.829,565.8,forest,1
27.2305,93.424,Itanagar,1122.5,16.1,325.1,9,9.4,60.6,0.783,0.812,1998.8,agriculture,0
25.8143,90.3436,Tura,904.5,28.3,176.3,8,26.9,109.9,0.589,0.614,10313.2,urban,0
26.9304,94.1768,Jorhat,259.2,39.8,61.5,5,2.6,11.7,0.407,0.241,11130.6,forest,0
26.8804,93.8473,Jorhat,1501.4,35.0,306.0,9,6.6,46.2,0.563,0.848,17562.3,bare,0
23.8118,91.5829,Agartala,923.8,34.3,4.1,4,1.1,3.0,0.559,0.228,1602.9,forest,0
27.0917,93.2862,Itanagar,844.6,34.3,229.0,8,37.5,280.3,0.459,0.473,4074.9,agriculture,0
24.7288,93.6223,Imphal,148.5,30.0,61.6,9,18.3,46.0,0.461,0.68,854.8,water,0
25.4663,90.2549,Tura,188.9,25.5,337.9,5,11.4,91.2,0.64,0.172,1110.3,forest,0
25.6749,90.2558,Tura,331.2,11.5,90.8,10,7.7,36.5,0.769,0.179,1667.5,agriculture,1
26.6289,93.75,Itanagar,877.6,36.0,54.8,5,1.0,7.8,0.345,0.206,5884.1,agriculture,0
26.7376,92.8767,Tezpur,606.2,43.6,92.5,8,8.2,63.5,0.511,0.741,2007.3,forest,1
24.8764,91.7215,Dawki,298.6,12.5,124.0,3,0.9,6.2,0.526,0.202,6204.3,bare,0
26.9139,94.1809,Jorhat,843.7,34.3,150.6,8,29.6,86.7,0.277,0.535,3067.0,urban,0
25.9219,91.5251,Shillong,559.3,29.3,36.8,9,13.1,103.7,0.843,0.777,901.7,forest,0
23.5058,91.1404,Agartala,1022.6,17.5,153.0,5,0.9,4.8,0.836,0.231,721.4,forest,0
24.9885,92.0198,Dawki,307.7,28.1,3.0,9,40.1,311.7,0.586,0.707,104.6,forest,0
26.445,94.2787,Jorhat,2866.4,14.9,210.8,6,1.4,4.6,0.555,0.415,1911.3,agriculture,0
24.0809,91.3925,Agartala,1839.1,26.2,229.6,7,18.9,132.6,0.726,0.725,897.2,water,0
25.5031,94.2522,Kohima,1469.6,31.0,102.3,5,4.1,14.3,0.532,0.146,1696.1,forest,0
27.409,93.3711,Itanagar,953.2,19.2,83.0,6,3.5,17.5,0.742,0.623,1525.3,forest,0
23.8492,92.6092,Aizawl,659.1,35.4,100.3,8,6.5,44.6,0.463,0.704,613.4,forest,0
26.1334,92.2059,Guwahati,761.1,16.2,174.1,4,4.3,21.5,0.463,0.243,2214.0,forest,0
23.9225,92.9411,Aizawl,517.6,43.9,128.6,7,6.3,15.7,0.526,0.82,1586.5,bare,0
23.5963,92.4975,Aizawl,293.0,23.3,201.5,1,0.3,0.7,0.608,0.2,467.0,water,0
26.0424,94.3428,Kohima,1957.3,28.4,233.7,6,37.4,104.7,0.856,0.804,2639.3,forest,1
25.4127,92.2078,Dawki,282.3,26.7,177.8,1,0.5,1.8,0.521,0.193,7311.2,bare,0
26.9656,94.2383,Jorhat,382.1,37.1,289.8,1,5.3,15.3,0.553,0.213,5943.8,urban,0
27.1621,93.3945,Itanagar,263.6,25.8,61.7,8,14.1,82.7,0.638,0.634,5976.0,water,0
23.8446,92.6196,Aizawl,682.6,35.0,278.5,9,0.4,2.2,0.546,0.85,3051.2,agriculture,0
27.2968,93.9659,Itanagar,981.0,34.2,28.7,6,12.1,48.2,0.459,0.618,3138.3,agriculture,0
25.0032,92.3162,Dawki,198.5,29.7,185.4,5,11.4,30.2,0.284,0.255,1249.2,forest,0
25.5833,90.1274,Tura,626.1,25.1,105.3,8,23.8,63.6,0.8,0.543,4950.2,forest,0
23.9928,92.5303,Aizawl,1554.6,22.3,264.9,5,0.5,1.8,0.648,0.21,9180.8,agriculture,0
23.8341,92.6865,Aizawl,295.5,25.4,296.9,5,8.0,33.5,0.734,0.186,3237.5,urban,0
25.3475,92.2062,Dawki,410.3,7.5,49.8,6,58.6,196.7,0.484,0.267,3633.6,agriculture,0
25.501,92.0425,Dawki,249.3,27.2,287.9,7,10.2,36.6,0.435,0.732,2933.6,agriculture,0
25.5036,90.4182,Tura,1209.5,25.8,255.5,10,0.8,5.5,0.674,0.155,3245.0,forest,0
27.481,95.0525,Dibrugarh,478.3,32.7,22.7,9,23.0,71.6,0.878,0.777,3202.3,forest,0
25.3517,91.9812,Dawki,1825.4,30.3,102.8,5,5.8,12.7,0.642,0.231,4797.6,agriculture,1
26.0486,91.6552,Guwahati,1023.8,13.5,303.5,7,3.5,24.1,0.79,0.486,6282.9,forest,0
26.5213,94.1553,Jorhat,943.4,21.8,1.4,8,13.6,53.2,0.366,0.485,2282.4,forest,0
26.831,92.7548,Tezpur,2098.8,8.4,6.8,4,2.1,12.6,0.55,0.278,2034.9,water,0
25.4548,91.6943,Shillong,733.5,12.7,87.2,5,4.5,12.4,0.488,0.269,1024.0,forest,0
23.5355,92.7274,Aizawl,733.2,16.4,336.5,9,15.5,87.5,0.937,0.63,1765.3,agriculture,0
24.909,93.8857,Imphal,458.9,33.1,50.0,5,3.9,11.8,0.406,0.234,315.9,urban,0
25.8039,89.9632,Tura,367.9,10.1,26.8,11,5.6,17.1,0.559,0.239,1381.6,bare,0
24.9904,93.8613,Imphal,144.4,14.9,21.0,12,4.2,30.1,0.74,0.206,244.4,bare,0
25.1216,92.1334,Dawki,358.4,21.8,18.0,3,4.9,33.4,0.694,0.147,4515.0,agriculture,0
26.8197,94.4168,Jorhat,550.4,43.4,315.6,10,0.9,4.4,0.486,0.198,24.4,forest,0
25.4777,93.6295,Kohima,1084.5,28.6,4.5,4,1.1,2.5,0.482,0.206,4410.7,forest,0
23.668,92.7382,Aizawl,1249.6,29.6,298.3,9,3.1,19.5,0.527,0.773,783.4,forest,0
24.7596,93.864,Imphal,457.9,6.7,225.4,4,0.6,4.5,0.427,0.259,1254.3,agriculture,1
25.7891,91.2976,Guwahati,1343.7,9.5,261.0,4,0.6,2.2,0.523,0.23,1403.5,agriculture,0
25.4358,92.1122,Dawki,812.8,29.5,125.5,5,3.1,15.0,0.258,0.164,7936.1,forest,0
23.7544,92.5887,Aizawl,738.7,35.0,231.2,5,0.7,2.6,0.679,0.255,11579.7,forest,0
27.1929,95.1132,Dibrugarh,481.7,23.6,12.2,7,3.1,12.6,0.535,0.331,368.8,water,0
27.3665,95.056,Dibrugarh,237.4,39.1,301.9,7,4.3,25.6,0.777,0.55,693.7,agriculture,0
23.7528,91.4745,Agartala,1337.1,41.1,339.8,9,3.0,13.3,0.544,0.553,915.2,forest,0
23.7121,91.1676,Agartala,212.1,27.9,73.9,8,18.0,62.8,0.659,0.784,1481.2,bare,0
26.4826,94.1557,Jorhat,1938.6,7.8,288.3,10,2.8,18.9,0.511,0.237,1615.4,urban,0
25.3982,92.1087,Shillong,7901.0,18.0,134.4,10,7.5,56.8,0.501,0.138,173.8,forest,0
24.4742,93.8933,Imphal,2165.9,7.8,208.8,10,0.2,1.1,0.615,0.128,1796.7,forest,0
26.6395,94.2824,Jorhat,361.5,38.1,188.3,4,1.5,5.0,0.605,0.172,8523.1,urban,0
27.6464,95.0346,Dibrugarh,256.7,13.2,264.2,3,3.0,20.1,0.608,0.215,2427.0,agriculture,0
26.549,92.8819,Tezpur,412.6,36.4,247.1,1,1.1,6.5,0.667,0.213,110.1,water,0
26.7804,93.0313,Tezpur,393.6,24.5,25.2,8,42.0,84.5,0.732,0.704,4224.8,forest,0
26.0424,91.5366,Guwahati,444.0,37.0,358.3,6,14.3,60.1,0.836,0.346,711.6,agriculture,1
27.1487,93.7143,Itanagar,2149.9,26.6,336.3,6,2.2,7.5,0.315,0.874,47.6,forest,0
27.2982,95.072,Dibrugarh,372.5,21.9,131.2,6,15.2,98.7,0.446,0.814,4423.9,agriculture,0
24.0217,92.8658,Aizawl,2278.8,30.2,358.7,9,7.9,54.7,0.757,0.764,133.3,water,0
25.0446,92.2346,Dawki,792.3,14.7,55.8,9,11.1,84.0,0.691,1.0,575.6,forest,0
26.686,93.9765,Jorhat,842.9,37.7,264.4,7,25.9,139.3,0.471,0.845,670.7,water,0
27.2099,94.8112,Dibrugarh,834.7,22.8,8.3,6,2.4,12.9,0.571,0.957,392.1,forest,1
27.9087,94.9927,Dibrugarh,149.1,25.6,208.4,8,17.4,116.0,0.697,0.932,5211.5,agriculture,0
25.6298,93.94,Kohima,5028.4,30.5,159.4,6,19.3,131.2,0.667,0.686,1350.3,bare,0
27.3536,94.9898,Dibrugarh,231.4,32.3,112.3,10,6.1,32.8,0.795,0.226,1795.6,forest,0
24.542,93.8429,Imphal,202.3,14.7,11.6,8,21.6,141.6,0.95,0.665,2098.8,forest,1
24.906,93.9254,Imphal,2118.7,29.2,252.8,5,2.6,8.3,0.605,0.282,8253.6,water,0
25.6851,91.5407,Shillong,489.1,14.0,0.3,8,63.2,433.5,0.802,0.841,1945.3,forest,0
27.4852,95.0804,Dibrugarh,410.6,29.1,315.9,8,34.5,238.5,0.873,0.801,3007.4,agriculture,1
27.7404,95.3299,Dibrugarh,643.6,29.6,272.6,5,0.8,2.2,0.717,0.259,2668.4,bare,0
26.6089,91.8815,Guwahati,84.6,39.2,243.1,8,9.3,49.7,0.565,0.367,7428.2,water,1
27.5618,94.8511,Dibrugarh,497.7,16.4,245.5,12,0.8,4.6,0.596,0.207,3141.7,agriculture,0
23.9245,91.2317,Agartala,510.1,29.7,63.9,7,10.2,50.6,0.622,0.374,421.7,agriculture,0
26.993,94.7969,Dibrugarh,156.1,8.2,184.7,5,0.6,1.5,0.178,0.163,3411.9,agriculture,0
23.6668,92.8681,Aizawl,645.2,19.9,30.9,7,20.4,161.6,0.538,0.39,714.0,urban,0
26.7727,92.6746,Tezpur,796.4,21.6,282.3,8,5.7,29.8,0.451,0.86,904.9,forest,0
27.3009,93.9425,Itanagar,155.9,5.2,348.7,4,1.3,5.8,0.76,0.283,2139.6,forest,0
25.3099,90.3892,Tura,612.3,17.4,314.4,4,3.4,20.9,0.574,0.229,1910.8,forest,0
25.455,92.1259,Dawki,651.0,41.7,288.1,7,87.2,413.1,0.431,0.63,537.5,water,0
23.6835,92.7221,Aizawl,1656.1,13.6,328.0,9,2.1,16.4,0.58,0.959,7166.3,forest,0
27.2205,93.5897,Itanagar,2328.3,5.7,91.4,6,23.2,181.7,0.807,1.0,1310.0,forest,1
25.0523,92.1778,Dawki,156.1,11.9,253.7,10,1.7,8.4,0.445,0.197,3506.1,forest,0
25.392,91.7191,Dawki,1742.9,24.1,279.9,6,6.0,28.2,0.824,0.768,10580.3,agriculture,1
25.1896,92.048,Dawki,694.4,7.6,91.5,9,33.6,106.3,0.698,0.562,157.7,bare,0
26.0375,93.8806,Kohima,200.6,27.6,15.1,5,6.0,32.3,0.541,0.218,513.3,agriculture,0
24.1634,92.4979,Aizawl,1602.9,11.2,301.6,4,0.3,1.5,0.528,0.247,2083.9,agriculture,0
23.9471,91.3661,Agartala,364.5,33.9,342.9,9,35.0,240.9,0.598,0.47,2227.0,agriculture,0
27.1031,93.5471,Itanagar,868.4,12.6,245.8,5,1.9,13.9,0.443,0.288,4131.9,forest,0
25.2847,92.1016,Shillong,434.5,17.9,107.3,2,0.1,0.2,0.411,0.158,1809.9,agriculture,0
25.8118,93.9883,Kohima,1005.9,23.1,310.1,5,8.5,47.6,0.425,0.231,3756.0,urban,1
25.2157,91.9017,Dawki,152.7,21.3,220.5,8,21.9,162.5,0.95,0.806,520.5,forest,0
24.0337,92.8213,Aizawl,306.3,23.7,253.8,9,8.5,64.7,0.563,0.738,1312.1,water,0
25.8455,94.1896,Kohima,333.2,18.4,115.6,5,6.3,30.8,0.901,0.229,54.1,forest,0
26.6386,92.6219,Tezpur,423.5,17.9,233.5,9,20.7,149.3,0.72,0.86,1480.7,agriculture,0
26.6043,92.7998,Tezpur,766.1,26.0,20.0,7,13.0,74.0,0.474,0.584,3548.8,water,0
26.749,92.4772,Tezpur,633.5,29.2,336.4,7,11.6,54.3,0.775,0.262,10.2,forest,0
23.465,92.3877,Aizawl,539.9,18.0,157.4,8,12.6,96.9,0.57,0.765,5626.5,forest,0
25.0203,92.0629,Dawki,579.6,38.4,159.5,5,12.1,31.1,0.865,0.272,1015.7,water,0
23.8965,91.1367,Agartala,243.5,19.2,118.5,4,17.3,62.3,0.564,0.217,76.0,agriculture,0
27.4739,94.6682,Dibrugarh,422.9,13.0,59.5,8,3.9,20.1,0.932,0.506,1667.7,agriculture,0
26.3566,91.7377,Guwahati,154.0,10.1,42.3,10,0.8,6.1,0.834,0.234,4925.2,forest,0
27.5797,95.0804,Dibrugarh,667.8,24.7,3.2,8,6.3,42.6,0.755,0.732,1286.4,bare,1
23.6268,91.4237,Agartala,90.4,19.5,59.8,6,11.6,77.4,0.434,0.699,3840.6,agriculture,0
26.8305,94.2322,Jorhat,3105.8,15.8,130.8,5,2.1,16.5,0.741,0.19,6089.2,forest,1
