YEAR,MONTH,SUBDIVISION,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,ANNUAL
2018,12,Arunachal Pradesh,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,225.7
2019,1,Assam & Meghalaya,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,180.3
2019,1,Sub-Himalayan West Bengal & Sikkim,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,451.9
2019,1,Naga-Mani-Mizo-Tripura,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,Arunachal Pradesh,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,263.4
2019,2,Assam & Meghalaya,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,143.3
2019,2,Sub-Himalayan West Bengal & Sikkim,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,168.0
2019,2,Naga-Mani-Mizo-Tripura,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,408.2
2019,2,Arunachal Pradesh,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,179.0
2019,3,Assam & Meghalaya,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,448.9
2019,3,Sub-Himalayan West Bengal & Sikkim,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,126.9
2019,3,Naga-Mani-Mizo-Tripura,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,222.1
2019,3,Arunachal Pradesh,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,121.1
2019,4,Assam & Meghalaya,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,97.1
2019,4,Sub-Himalayan West Bengal & Sikkim,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.5
2019,4,Naga-Mani-Mizo-Tripura,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,146.1
2019,4,Arunachal Pradesh,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,204.3
2019,5,Assam & Meghalaya,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,202.2
2019,5,Sub-Himalayan West Bengal & Sikkim,140.1,140.1,140.1,140.1,140.1,140.1,140.1,140.1,140.1,140.1,140.1,140.1,1680.9
2019,5,Naga-Mani-Mizo-Tripura,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,899.9
2019,5,Arunachal Pradesh,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,1587.4
2019,6,Assam & Meghalaya,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,2633.2
2019,6,Sub-Himalayan West Bengal & Sikkim,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,3880.8
2019,6,Naga-Mani-Mizo-Tripura,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,6638.3
2019,6,Arunachal Pradesh,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,2765.1
2019,7,Assam & Meghalaya,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,2164.5
2019,7,Sub-Himalayan West Bengal & Sikkim,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,3075.4
2019,7,Naga-Mani-Mizo-Tripura,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,4053.6
2019,7,Arunachal Pradesh,355.5,355.5,355.5,355.5,355.5,355.5,355.5,355.5,355.5,355.5,355.5,355.5,4265.6
2019,8,Assam & Meghalaya,403.2,403.2,403.2,403.2,403.2,403.2,403.2,403.2,403.2,403.2,403.2,403.2,4838.8
2019,8,Sub-Himalayan West Bengal & Sikkim,279.4,279.4,279.4,279.4,279.4,279.4,279.4,279.4,279.4,279.4,279.4,279.4,3353.3
2019,8,Naga-Mani-Mizo-Tripura,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,2061.8
2019,8,Arunachal Pradesh,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,3182.4
2019,9,Assam & Meghalaya,399.2,399.2,399.2,399.2,399.2,399.2,399.2,399.2,399.2,399.2,399.2,399.2,4790.6
2019,9,Sub-Himalayan West Bengal & Sikkim,337.3,337.3,337.3,337.3,337.3,337.3,337.3,337.3,337.3,337.3,337.3,337.3,4047.0
2019,9,Naga-Mani-Mizo-Tripura,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,1721.3
2019,9,Arunachal Pradesh,297.2,297.2,297.2,297.2,297.2,297.2,297.2,297.2,297.2,297.2,297.2,297.2,3566.4
2019,10,Assam & Meghalaya,121.9,121.9,121.9,121.9,121.9,121.9,121.9,121.9,121.9,121.9,121.9,121.9,1463.3
2019,10,Sub-Himalayan West Bengal & Sikkim,143.8,143.8,143.8,143.8,143.8,143.8,143.8,143.8,143.8,143.8,143.8,143.8,1725.6
2019,10,Naga-Mani-Mizo-Tripura,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,1162.2
2019,10,Arunachal Pradesh,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,1071.3
2019,11,Assam & Meghalaya,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,513.5
2019,11,Sub-Himalayan West Bengal & Sikkim,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,656.4
2019,11,Naga-Mani-Mizo-Tripura,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,976.9
2019,11,Arunachal Pradesh,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,1141.2
2019,12,Assam & Meghalaya,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,249.6
2019,12,Sub-Himalayan West Bengal & Sikkim,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,122.6
2019,12,Naga-Mani-Mizo-Tripura,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,41.8
2019,12,Arunachal Pradesh,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,86.7
2020,1,Assam & Meghalaya,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,41.2
2020,1,Sub-Himalayan West Bengal & Sikkim,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,257.2
2020,1,Naga-Mani-Mizo-Tripura,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1,Arunachal Pradesh,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,140.0
2020,2,Assam & Meghalaya,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,234.0
2020,2,Sub-Himalayan West Bengal & Sikkim,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,362.6
2020,2,Naga-Mani-Mizo-Tripura,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,188.6
2020,2,Arunachal Pradesh,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,300.2
2020,3,Assam & Meghalaya,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,132.1
2020,3,Sub-Himalayan West Bengal & Sikkim,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,90.7
2020,3,Naga-Mani-Mizo-Tripura,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,99.1
2020,3,Arunachal Pradesh,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,363.3
2020,4,Assam & Meghalaya,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,299.3
2020,4,Sub-Himalayan West Bengal & Sikkim,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,238.5
2020,4,Naga-Mani-Mizo-Tripura,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,48.3,579.6
2020,4,Arunachal Pradesh,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,176.1
2020,5,Assam & Meghalaya,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,1183.3
2020,5,Sub-Himalayan West Bengal & Sikkim,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,1070.7
2020,5,Naga-Mani-Mizo-Tripura,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,880.1
2020,5,Arunachal Pradesh,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,1793.8
2020,6,Assam & Meghalaya,420.5,420.5,420.5,420.5,420.5,420.5,420.5,420.5,420.5,420.5,420.5,420.5,5046.3
2020,6,Sub-Himalayan West Bengal & Sikkim,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,2256.5
2020,6,Naga-Mani-Mizo-Tripura,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,3216.1
2020,6,Arunachal Pradesh,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,4011.2
2020,7,Assam & Meghalaya,362.7,362.7,362.7,362.7,362.7,362.7,362.7,362.7,362.7,362.7,362.7,362.7,4351.9
2020,7,Sub-Himalayan West Bengal & Sikkim,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,2305.5
2020,7,Naga-Mani-Mizo-Tripura,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.6,119.6,1434.7
2020,7,Arunachal Pradesh,147.5,147.5,147.5,147.5,147.5,147.5,147.5,147.5,147.5,147.5,147.5,147.5,1769.9
2020,8,Assam & Meghalaya,294.3,294.3,294.3,294.3,294.3,294.3,294.3,294.3,294.3,294.3,294.3,294.3,3531.7
2020,8,Sub-Himalayan West Bengal & Sikkim,291.7,291.7,291.7,291.7,291.7,291.7,291.7,291.7,291.7,291.7,291.7,291.7,3500.9
2020,8,Naga-Mani-Mizo-Tripura,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,3931.4
2020,8,Arunachal Pradesh,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,2861.1
2020,9,Assam & Meghalaya,202.1,202.1,202.1,202.1,202.1,202.1,202.1,202.1,202.1,202.1,202.1,202.1,2424.7
2020,9,Sub-Himalayan West Bengal & Sikkim,138.2,138.2,138.2,138.2,138.2,138.2,138.2,138.2,138.2,138.2,138.2,138.2,1657.9
2020,9,Naga-Mani-Mizo-Tripura,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,3916.0
2020,9,Arunachal Pradesh,329.6,329.6,329.6,329.6,329.6,329.6,329.6,329.6,329.6,329.6,329.6,329.6,3955.3
2020,10,Assam & Meghalaya,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,1317.5
2020,10,Sub-Himalayan West Bengal & Sikkim,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,1244.7
2020,10,Naga-Mani-Mizo-Tripura,74.3,74.3,74.3,74.3,74.3,74.3,74.3,74.3,74.3,74.3,74.3,74.3,891.3
2020,10,Arunachal Pradesh,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,1445.7
2020,11,Assam & Meghalaya,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,910.9
2020,11,Sub-Himalayan West Bengal & Sikkim,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,722.1
2020,11,Naga-Mani-Mizo-Tripura,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,772.6
2020,11,Arunachal Pradesh,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,749.5
2020,12,Assam & Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,Sub-Himalayan West Bengal & Sikkim,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,198.8
2020,12,Naga-Mani-Mizo-Tripura,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,210.0
2020,12,Arunachal Pradesh,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,136.5
2021,1,Assam & Meghalaya,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,94.3
2021,1,Sub-Himalayan West Bengal & Sikkim,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,224.6
2021,1,Naga-Mani-Mizo-Tripura,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,386.0
2021,1,Arunachal Pradesh,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,184.6
2021,2,Assam & Meghalaya,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,119.1
2021,2,Sub-Himalayan West Bengal & Sikkim,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,109.0
2021,2,Naga-Mani-Mizo-Tripura,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,171.6
2021,2,Arunachal Pradesh,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,28.2
2021,3,Assam & Meghalaya,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,165.0
2021,3,Sub-Himalayan West Bengal & Sikkim,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.3
2021,3,Naga-Mani-Mizo-Tripura,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,401.4
2021,3,Arunachal Pradesh,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,293.2
2021,4,Assam & Meghalaya,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,304.1
2021,4,Sub-Himalayan West Bengal & Sikkim,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,94.4
2021,4,Naga-Mani-Mizo-Tripura,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,260.4
2021,4,Arunachal Pradesh,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,43.3
2021,5,Assam & Meghalaya,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4,1072.3
2021,5,Sub-Himalayan West Bengal & Sikkim,92.6,92.6,92.6,92.6,92.6,92.6,92.6,92.6,92.6,92.6,92.6,92.6,1110.7
2021,5,Naga-Mani-Mizo-Tripura,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,684.1
2021,5,Arunachal Pradesh,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,1679.8
2021,6,Assam & Meghalaya,345.4,345.4,345.4,345.4,345.4,345.4,345.4,345.4,345.4,345.4,345.4,345.4,4144.7
2021,6,Sub-Himalayan West Bengal & Sikkim,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,1773.4
2021,6,Naga-Mani-Mizo-Tripura,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,4130.7
2021,6,Arunachal Pradesh,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,3208.9
2021,7,Assam & Meghalaya,300.1,300.1,300.1,300.1,300.1,300.1,300.1,300.1,300.1,300.1,300.1,300.1,3601.3
2021,7,Sub-Himalayan West Bengal & Sikkim,337.3,337.3,337.3,337.3,337.3,337.3,337.3,337.3,337.3,337.3,337.3,337.3,4047.1
2021,7,Naga-Mani-Mizo-Tripura,331.2,331.2,331.2,331.2,331.2,331.2,331.2,331.2,331.2,331.2,331.2,331.2,3974.9
2021,7,Arunachal Pradesh,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,1642.4
2021,8,Assam & Meghalaya,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,207.3,2488.0
2021,8,Sub-Himalayan West Bengal & Sikkim,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,4341.7
2021,8,Naga-Mani-Mizo-Tripura,404.1,404.1,404.1,404.1,404.1,404.1,404.1,404.1,404.1,404.1,404.1,404.1,4849.2
2021,8,Arunachal Pradesh,452.3,452.3,452.3,452.3,452.3,452.3,452.3,452.3,452.3,452.3,452.3,452.3,5427.0
2021,9,Assam & Meghalaya,444.3,444.3,444.3,444.3,444.3,444.3,444.3,444.3,444.3,444.3,444.3,444.3,5331.0
2021,9,Sub-Himalayan West Bengal & Sikkim,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,1626.7
2021,9,Naga-Mani-Mizo-Tripura,361.6,361.6,361.6,361.6,361.6,361.6,361.6,361.6,361.6,361.6,361.6,361.6,4338.7
2021,9,Arunachal Pradesh,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,1760.4
2021,10,Assam & Meghalaya,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,1540.9
2021,10,Sub-Himalayan West Bengal & Sikkim,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,1051.2
2021,10,Naga-Mani-Mizo-Tripura,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,549.2
2021,10,Arunachal Pradesh,140.3,140.3,140.3,140.3,140.3,140.3,140.3,140.3,140.3,140.3,140.3,140.3,1683.6
2021,11,Assam & Meghalaya,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,1191.8
2021,11,Sub-Himalayan West Bengal & Sikkim,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,279.2
2021,11,Naga-Mani-Mizo-Tripura,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,1065.6
2021,11,Arunachal Pradesh,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,696.8
2021,12,Assam & Meghalaya,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,193.4
2021,12,Sub-Himalayan West Bengal & Sikkim,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,124.2
2021,12,Naga-Mani-Mizo-Tripura,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,344.8
2021,12,Arunachal Pradesh,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,9.2
2022,1,Assam & Meghalaya,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,218.1
2022,1,Sub-Himalayan West Bengal & Sikkim,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,397.7
2022,1,Naga-Mani-Mizo-Tripura,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,80.8
2022,1,Arunachal Pradesh,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,205.3
2022,2,Assam & Meghalaya,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,204.2
2022,2,Sub-Himalayan West Bengal & Sikkim,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,97.2
2022,2,Naga-Mani-Mizo-Tripura,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,257.7
2022,2,Arunachal Pradesh,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,191.6
2022,3,Assam & Meghalaya,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,66.7
2022,3,Sub-Himalayan West Bengal & Sikkim,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,391.4
2022,3,Naga-Mani-Mizo-Tripura,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,275.0
2022,3,Arunachal Pradesh,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,159.9
2022,4,Assam & Meghalaya,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,103.6
2022,4,Sub-Himalayan West Bengal & Sikkim,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,85.9
2022,4,Naga-Mani-Mizo-Tripura,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,327.7
2022,4,Arunachal Pradesh,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,162.4
2022,5,Assam & Meghalaya,93.8,93.8,93.8,93.8,93.8,93.8,93.8,93.8,93.8,93.8,93.8,93.8,1125.4
2022,5,Sub-Himalayan West Bengal & Sikkim,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,893.6
2022,5,Naga-Mani-Mizo-Tripura,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,1181.9
2022,5,Arunachal Pradesh,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,918.2
2022,6,Assam & Meghalaya,361.1,361.1,361.1,361.1,361.1,361.1,361.1,361.1,361.1,361.1,361.1,361.1,4333.3
2022,6,Sub-Himalayan West Bengal & Sikkim,285.3,285.3,285.3,285.3,285.3,285.3,285.3,285.3,285.3,285.3,285.3,285.3,3424.1
2022,6,Naga-Mani-Mizo-Tripura,366.4,366.4,366.4,366.4,366.4,366.4,366.4,366.4,366.4,366.4,366.4,366.4,4396.4
2022,6,Arunachal Pradesh,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,4245.5
2022,7,Assam & Meghalaya,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,3488.1
2022,7,Sub-Himalayan West Bengal & Sikkim,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,2774.6
2022,7,Naga-Mani-Mizo-Tripura,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,2697.5
2022,7,Arunachal Pradesh,240.7,240.7,240.7,240.7,240.7,240.7,240.7,240.7,240.7,240.7,240.7,240.7,2888.9
2022,8,Assam & Meghalaya,221.2,221.2,221.2,221.2,221.2,221.2,221.2,221.2,221.2,221.2,221.2,221.2,2654.9
2022,8,Sub-Himalayan West Bengal & Sikkim,369.3,369.3,369.3,369.3,369.3,369.3,369.3,369.3,369.3,369.3,369.3,369.3,4431.2
2022,8,Naga-Mani-Mizo-Tripura,296.3,296.3,296.3,296.3,296.3,296.3,296.3,296.3,296.3,296.3,296.3,296.3,3555.3
2022,8,Arunachal Pradesh,425.6,425.6,425.6,425.6,425.6,425.6,425.6,425.6,425.6,425.6,425.6,425.6,5107.3
2022,9,Assam & Meghalaya,482.3,482.3,482.3,482.3,482.3,482.3,482.3,482.3,482.3,482.3,482.3,482.3,5788.2
2022,9,Sub-Himalayan West Bengal & Sikkim,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,3623.3
2022,9,Naga-Mani-Mizo-Tripura,176.2,176.2,176.2,176.2,176.2,176.2,176.2,176.2,176.2,176.2,176.2,176.2,2113.9
2022,9,Arunachal Pradesh,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,3233.8
2022,10,Assam & Meghalaya,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,932.9
2022,10,Sub-Himalayan West Bengal & Sikkim,35.3,35.3,35.3,35.3,35.3,35.3,35.3,35.3,35.3,35.3,35.3,35.3,424.2
2022,10,Naga-Mani-Mizo-Tripura,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,869.8
2022,10,Arunachal Pradesh,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,1063.3
2022,11,Assam & Meghalaya,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,794.6
2022,11,Sub-Himalayan West Bengal & Sikkim,56.9,56.9,56.9,56.9,56.9,56.9,56.9,56.9,56.9,56.9,56.9,56.9,683.4
2022,11,Naga-Mani-Mizo-Tripura,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.8
2022,11,Arunachal Pradesh,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,1603.2
2022,12,Assam & Meghalaya,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,160.8
2022,12,Sub-Himalayan West Bengal & Sikkim,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,80.4
2022,12,Naga-Mani-Mizo-Tripura,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,135.3
